rouge1_precision,rouge1_recall,rouge1_fmeasure,rouge2_precision,rouge2_recall,rouge2_fmeasure,rougeL_precision,rougeL_recall,rougeL_fmeasure,id
0.19293820933165196,0.796875,0.31065989847715736,0.09217171717171717,0.38219895287958117,0.14852492370295015,0.10970996216897856,0.453125,0.1766497461928934,train_22
0.1699134199134199,0.6061776061776062,0.2654268808114962,0.03466955579631636,0.12403100775193798,0.05419136325148179,0.08008658008658008,0.2857142857142857,0.125105663567202,train_45
0.1967654986522911,0.6517857142857143,0.30227743271221535,0.05668016194331984,0.18834080717488788,0.08713692946058091,0.0889487870619946,0.29464285714285715,0.13664596273291924,train_172
0.20024420024420025,0.6833333333333333,0.30972615675165255,0.0647921760391198,0.2217573221757322,0.10028382213812677,0.10134310134310134,0.3458333333333333,0.15675165250236076,train_128
0.294017094017094,0.7166666666666667,0.416969696969697,0.11472602739726027,0.2803347280334728,0.16281895504252733,0.1282051282051282,0.3125,0.1818181818181818,train_164
0.22238805970149253,0.6592920353982301,0.3325892857142857,0.07473841554559044,0.2222222222222222,0.11185682326621924,0.1,0.29646017699115046,0.14955357142857145,train_18
0.19584245076586435,0.662962962962963,0.30236486486486486,0.05805038335158817,0.1970260223048327,0.08967851099830795,0.0886214442013129,0.3,0.13682432432432431,train_27
0.24025974025974026,0.7905982905982906,0.36852589641434264,0.08452535760728218,0.27896995708154504,0.12974051896207583,0.0987012987012987,0.3247863247863248,0.151394422310757,train_71
0.14702581369248036,0.7705882352941177,0.2469368520263902,0.051685393258426963,0.27218934911242604,0.08687440982058546,0.06734006734006734,0.35294117647058826,0.11310084825636192,train_134
0.23705408515535098,0.7253521126760564,0.35732870771899394,0.0771889400921659,0.23674911660777384,0.11642050390964379,0.09781357882623705,0.2992957746478873,0.1474414570685169,train_102
0.20568335588633288,0.6909090909090909,0.31699687174139723,0.07859078590785908,0.2648401826484018,0.12121212121212122,0.08660351826792964,0.2909090909090909,0.1334723670490094,train_101
0.1724550898203593,0.6343612334801763,0.2711864406779661,0.03836930455635491,0.1415929203539823,0.06037735849056604,0.07664670658682635,0.28193832599118945,0.12052730696798494,train_178
0.20285087719298245,0.8371040723981901,0.32656663724624885,0.0801317233809001,0.33181818181818185,0.1290893015030946,0.09210526315789473,0.38009049773755654,0.14827890556045895,train_73
0.19904648390941598,0.7198275862068966,0.3118580765639589,0.05489260143198091,0.19913419913419914,0.08606173994387277,0.08581644815256258,0.3103448275862069,0.13445378151260504,train_190
0.16976998904709747,0.7345971563981043,0.27580071174377224,0.051535087719298246,0.22380952380952382,0.08377896613190731,0.08105147864184009,0.35071090047393366,0.13167259786476868,train_48
0.16613418530351437,0.6540880503144654,0.264968152866242,0.04,0.15822784810126583,0.06385696040868455,0.07348242811501597,0.2893081761006289,0.11719745222929935,train_19
0.22413793103448276,0.7100840336134454,0.3407258064516129,0.08764940239043825,0.27848101265822783,0.13333333333333336,0.11538461538461539,0.36554621848739494,0.17540322580645165,train_54
0.2517857142857143,0.6211453744493393,0.3583227445997459,0.08586762075134168,0.21238938053097345,0.12229299363057322,0.11428571428571428,0.28193832599118945,0.16264294790343076,train_38
0.23554603854389722,0.7482993197278912,0.3583061889250815,0.08798283261802575,0.2808219178082192,0.1339869281045752,0.11777301927194861,0.3741496598639456,0.17915309446254074,train_86
